id,first_name,last_name,email,state,ip_address,customer_id,survey_date,proto_purchasedate,amountspent,annual_income,gender,satisfaction,satisfaction_oe,selfrun,runtrack,selfcycle,cycletrack,community,portal,setup,oneupdate,agerange
634,Adam,Perez,aperezhl@wikipedia.org,Alabama,7.3.190.225,,11/20/14,5/20/14,$155.15 ,"$25,000-$49,999",M,9,Wish the setup was easier but loved tracking my running time. ,3,3,2,1,2,4,9,Comfort,45 years old or older
635,Lori,Kennedy,lkennedyhm@wikipedia.org,Illinois,179.91.75.168,,12/7/14,9/9/14,$160.46 ,"$75,000-$99,999",F,8,Great tool for runners,3,2,0,0,3,2,9,Style,45 years old or older
636,Robin,Lopez,rlopezhn@bloomberg.com,Arizona,53.60.240.108,,12/8/14,4/15/14,$169.33 ,"$100,000-$124,999",F,7,Helped improve my time,3,2,4,3,3,5,8,Performance,Under 24 years old
637,Clarence,Jordan,cjordanho@alexa.com,Texas,128.56.237.181,,12/1/14,11/10/14,$142.61 ,"$25,000-$49,999",M,2,Didn't accurately track my route,4,3,0,2,0,4,2,Price,24-44 years old
638,Louise,Johnston,ljohnstonhp@yahoo.com,Minnesota,5.243.231.48,10366,11/24/14,8/30/14,$159.28 ,"$25,000-$49,999",F,9,Such a great shoe for runners,4,4,1,0,3,4,9,Style,24-44 years old
639,Juan,Hamilton,jhamiltonhq@issuu.com,Virginia,126.245.189.109,10241,11/27/14,10/10/14,$171.84 ,"$100,000-$124,999",M,9,Loved using the portal to track my time against others. The community aspect was great.,4,3,1,0,4,4,8,Performance,Under 24 years old
640,Dennis,Lynch,dlynchhr@hao123.com,Missouri,59.86.135.60,10499,12/6/14,1/10/14,$155.25 ,"$25,000-$49,999",M,10,Shoe was comfortable and I think this helped improve my time,5,4,4,3,3,5,9,Performance,Under 24 years old
641,Heather,Diaz,hdiazhs@nytimes.com,Tennessee,221.27.921,10408,12/3/14,1/15/14,$132.19 ,"$25,000-$49,999",F,6,Liked tracking my running route and seeing my calorie output. Heart rate monitor didn't work.,5,5,5,4,3,5,7,Price,Under 24 years old
642,Walter,Ross,wrossht@google.cn,Florida,29.150.44.69,,11/23/14,9/7/14,$170.85 ,"$100,000-$124,999",M,6,Thought the shoe was alright. Didn't love it.,3,2,5,4,2,5,9,Comfort,45 years old or older
643,Kathleen,Crawford,kcrawfordhu@amazon.com,Georgia,131.235.63.39,10094,11/20/14,3/30/14,$181.12 ,"$125,000 or more",F,9,The community was great,4,3,1,0,2,4,9,Performance,24-44 years old
644,Nicole,Burns,nburnshv@google.pl,Massachusetts,10.48.60.90,,12/1/14,10/13/14,$160.71 ,"$75,000-$99,999",F,8,Easy to use and loved the portal.,3,3,0,0,2,2,9,Style,45 years old or older
645,Tina,Cooper,tcooperhw@samsung.com,California,147.194.15.81,,12/9/14,6/28/14,$148.43 ,"$25,000-$49,999",F,9,Such a great shoe for runners,3,2,3,2,4,5,8,Price,24-44 years old
646,Elizabeth,Cook,ecookhx@imgur.com,Georgia,70.117.255.128,,11/21/14,6/4/14,$139.39 ,"$25,000-$49,999",F,3,Not interested in features,2,1,2,1,2,3,2,Price,Under 24 years old
647,Helen,Brooks,hbrookshy@1688.com,Michigan,145.117.105.58,10191,11/21/14,11/6/14,$133.37 ,"$25,000-$49,999",F,1,Not worth the money,2,1,4,1,1,4,2,Price,Under 24 years old
648,Judith,Woods,jwoodshz@ow.ly,Virginia,168.246.7.62,10393,11/21/14,4/11/14,$139.58 ,"$50,000-$74,999",F,5,Was just okay,1,1,0,0,2,1,6,Price,Under 24 years old
649,Brandon,Hernandez,bhernandezi0@skyrock.com,Florida,21.45.42,10276,11/29/14,4/10/14,$146.48 ,"$25,000-$49,999",M,8,Loved tracking my stride and heart rate.,4,4,0,0,1,3,9,Price,Under 24 years old
650,Helen,Morgan,hmorgani1@usnews.com,Montana,111.242.76.186,,12/10/14,4/12/14,$174.67 ,"$100,000-$124,999",F,8,Fantastic shoe! Helped me improve my running time and track my runs.,4,3,0,0,4,3,9,Performance,Under 24 years old
651,Lois,Simmons,lsimmonsi2@wired.com,North Carolina,233.143.132.111,10169,12/2/14,6/7/14,$167.19 ,"$50,000-$74,999",F,9,Easy to use and loved the portal.,2,2,2,1,4,3,7,Style,24-44 years old
652,Ruby,Owens,rowensi3@patch.com,Missouri,24.0.95.62,,11/27/14,3/16/14,$176.35 ,"$100,000-$124,999",F,8,Fantastic shoe! Helped me improve my running time and track my runs.,3,3,0,0,2,2,9,Style,45 years old or older
653,Marilyn,Hart,mharti4@freewebs.com,California,255.99.161.122,,12/6/14,9/22/14,$165.18 ,"$75,000-$99,999",F,9,Loved using the portal to track my time against others. The community aspect was great.,4,4,4,3,3,5,9,Style,45 years old or older
654,Nicole,Cunningham,ncunninghami5@geocities.com,Idaho,96.168.152.118,,11/29/14,7/27/14,$178.24 ,"$100,000-$124,999",F,7,Setup took me too long but really liked the shoe.,1,1,5,4,0,5,8,Style,Under 24 years old
655,Carlos,Franklin,cfranklini6@state.tx.us,Missouri,18.82.126.173,,11/23/14,10/22/14,$149.91 ,"$25,000-$49,999",M,9,Loved tracking my stride and heart rate.,1,0,1,0,3,1,9,Price,Under 24 years old
656,Sarah,Harris,sharrisi7@ox.ac.uk,Virginia,183.174.84.38,10458,11/23/14,1/27/14,$140.06 ,"$25,000-$49,999",F,8,Really liked the shoe but wish it were more comfortable.,2,1,0,0,1,1,9,Comfort,24-44 years old
657,Debra,Alexander,dalexanderi8@mac.com,Texas,213.172.25.187,10470,12/7/14,1/24/14,$141.77 ,"$25,000-$49,999",F,6,Heart rate monitor really helped improve my workout.,5,5,0,0,5,4,9,Performance,Under 24 years old
658,Anna,Baker,abakeri9@yandex.ru,Texas,68.135.227,,11/24/14,3/20/14,$157.54 ,"$50,000-$74,999",F,8,Great shoe for cyclists and runners,4,3,2,1,3,5,9,Performance,24-44 years old
659,Andrea,Bailey,abaileyia@bloglines.com,Kansas,58.100.67.121,10196,11/26/14,1/6/14,$139.33 ,"$25,000-$49,999",F,7,Portal was easy to use - setup was hard,4,4,0,0,4,3,8,Performance,Under 24 years old
660,Willie,Hicks,whicksib@bravesites.com,Alaska,58.61.81.30,10080,11/22/14,8/22/14,$160.88 ,"$75,000-$99,999",M,6,Had a hard time with setup. But really liked tracking my route.,5,5,4,3,4,5,7,Performance,45 years old or older
661,Judy,Green,jgreenic@moonfruit.com,New York,194.205.237.147,,11/25/14,10/19/14,$134.31 ,"$25,000-$49,999",F,8,Loved tracking my stride and heart rate.,3,2,0,0,2,2,9,Price,24-44 years old
662,Angela,Weaver,aweaverid@latimes.com,Alaska,1.117.151.211,,11/23/14,4/7/14,$185.39 ,"$100,000-$124,999",F,1,Didn't like style,5,4,0,0,5,4,2,Style,Under 24 years old
663,Ann,Mccoy,amccoyie@webmd.com,North Carolina,172.123.117.153,10441,12/10/14,3/27/14,$170.83 ,"$100,000-$124,999",F,7,Helped me stay on track,2,1,4,3,3,5,8,Style,45 years old or older
664,Jacqueline,Porter,jporterif@indiegogo.com,West Virginia,142.39.208,,12/8/14,5/28/14,$155.75 ,"$50,000-$74,999",F,7,Loved the features but shoe is uncomfortable.,3,3,1,0,0,3,9,Style,24-44 years old
665,Chris,Willis,cwillisig@slate.com,District of Columbia,92.198.160.193,,11/20/14,2/9/14,$139.18 ,"$25,000-$49,999",M,8,Loved tracking my stride and heart rate.,2,2,0,0,2,1,9,Price,24-44 years old
666,Clarence,Reed,creedih@wikimedia.org,California,131.255.94.15,,12/9/14,7/13/14,$130.19 ,"0-$24,999",M,9,Wish the setup was easier but loved tracking my running time. ,2,2,0,0,3,1,8,Price,Under 24 years old
667,Heather,Frazier,hfrazierii@biglobe.ne.jp,Texas,150.2.51.175,10439,11/20/14,6/6/14,$135.95 ,"$25,000-$49,999",F,8,Comfortable shoe - loved tracking my running route. Easy to use.,2,2,5,4,1,5,9,Price,Under 24 years old
668,Randy,Cruz,rcruzij@statcounter.com,California,162.90.118.63,10095,12/8/14,9/8/14,$145.30 ,"$25,000-$49,999",M,6,Liked tracking my running route and seeing my calorie output. Heart rate monitor didn't work.,2,1,0,0,1,1,7,Price,Under 24 years old
669,Gary,Gutierrez,ggutierrezik@trellian.com,California,122.185.66.217,10340,12/7/14,11/9/14,$165.64 ,"$75,000-$99,999",M,8,Wish the setup was easier but loved tracking my running time. ,4,4,3,2,2,5,7,Performance,45 years old or older
670,Emily,Frazier,efrazieril@github.com,New Jersey,88.138.59.174,10006,12/6/14,10/15/14,$183.86 ,"$50,000-$74,999",F,7,Easy to use and loved the portal.,4,4,0,0,2,3,8,Performance,24-44 years old
671,Arthur,Johnston,ajohnstonim@jigsy.com,Illinois,168.3.135.206,,12/6/14,9/9/14,$183.53 ,"$50,000-$74,999",M,9,Fantastic shoe! Helped me improve my running time and track my runs.,4,3,0,0,3,3,9,Performance,24-44 years old
672,Laura,Miller,lmillerin@salon.com,California,188.218.56.238,,12/4/14,6/19/14,$153.23 ,"$25,000-$49,999",F,4,Lost interest in tracking time,3,3,4,3,0,5,8,Performance,Under 24 years old
673,George,Mitchell,gmitchellio@quantcast.com,Colorado,244.229.215.159,10054,11/27/14,5/1/14,$134.03 ,"$25,000-$49,999",M,6,Heart rate monitor didn't work but liked using the portal.,3,2,1,0,3,3,7,Price,24-44 years old
674,Rachel,Murray,rmurrayip@uol.com.br,Oklahoma,254.151.248.194,10007,11/22/14,7/5/14,$142.13 ,"$25,000-$49,999",F,8,Very stylish,4,3,4,3,2,5,9,Price,24-44 years old
675,Harry,Richardson,hrichardsoniq@theatlantic.com,Alabama,43.249.35.232,10170,12/2/14,7/19/14,$132.93 ,"$25,000-$49,999",M,8,Fantastic shoe! Helped me improve my running time and track my runs.,4,4,2,1,3,5,9,Price,45 years old or older
676,Steve,Wells,swellsir@vkontakte.ru,Ohio,105.127.92.137,10248,11/23/14,4/20/14,$137.49 ,"$25,000-$49,999",M,10,Great tool for runners,4,3,3,2,2,5,9,Price,Under 24 years old
677,Bruce,Lewis,blewisis@jugem.jp,California,225.76.206.28,10078,11/29/14,4/7/14,$171.34 ,"$100,000-$124,999",M,6,Liked the shoe,0,0,5,4,2,4,7,Comfort,45 years old or older
678,Theresa,Reid,treidit@globo.com,Florida,87.39.112.110,10061,11/30/14,1/18/14,$180.51 ,"$100,000-$124,999",F,10,Fantastic shoe! Helped me improve my running time and track my runs.,5,4,1,0,2,5,9,Style,45 years old or older
679,Doris,Hansen,dhanseniu@constantcontact.com,Texas,234.238.59.4,10481,11/27/14,6/16/14,$182.80 ,"$50,000-$74,999",F,8,Cute shoe!,3,2,0,0,4,2,8,Style,24-44 years old
680,Jimmy,Rose,jroseiv@ycombinator.com,Indiana,139.254.246.180,10092,12/8/14,10/26/14,$179.41 ,"$100,000-$124,999",M,0,Had hard time with setup,3,2,2,1,0,4,0,Comfort,45 years old or older
681,Judy,Butler,jbutleriw@dmoz.org,California,48.115.223.214,,11/24/14,4/28/14,$175.75 ,"$100,000-$124,999",F,0,Not interested in features,3,2,2,4,0,5,0,Price,Under 24 years old
682,Julia,Mason,jmasonix@hhs.gov,Tennessee,186.116.209.62,10130,12/1/14,5/12/14,$158.00 ,"$50,000-$74,999",F,8,Such a great shoe for runners,3,2,2,1,2,4,10,Style,24-44 years old
683,Sean,Peters,spetersiy@europa.eu,Louisiana,32.108.224.152,10431,12/3/14,6/1/14,$153.41 ,"$25,000-$49,999",M,10,Fun to use,5,5,0,0,2,4,8,Performance,Under 24 years old
684,Joshua,Fernandez,jfernandeziz@yelp.com,Maryland,197.131.200.152,10194,11/30/14,1/6/14,$165.45 ,"$75,000-$99,999",M,9,Great tool for runners,3,2,2,1,4,4,9,Comfort,Under 24 years old
685,Cynthia,Jordan,cjordanj0@comcast.net,Florida,199.44.63.252,,11/30/14,5/22/14,$182.50 ,"$50,000-$74,999",F,8,Fantastic shoe! Helped me improve my running time and track my runs.,3,3,5,4,5,5,9,Style,24-44 years old
686,Samuel,Moreno,smorenoj1@icq.com,Wisconsin,80.45.126.120,10124,11/22/14,4/25/14,$173.07 ,"$100,000-$124,999",M,9,Wish the setup was easier but loved tracking my running time. ,5,4,1,0,4,5,8,Performance,24-44 years old
687,Lillian,Berry,lberryj2@hatena.ne.jp,Louisiana,194.199.9.197,,12/8/14,6/18/14,$167.88 ,"$50,000-$74,999",F,8,Fantastic shoe! Helped me improve my running time and track my runs.,5,5,0,0,3,4,8,Performance,24-44 years old
688,Eric,Washington,ewashingtonj3@vimeo.com,Ohio,237.224.184.16,10360,12/2/14,8/14/14,$146.75 ,"$25,000-$49,999",M,6,Heart rate monitor didn't work but liked using the portal.,3,2,0,0,1,2,7,Price,24-44 years old
689,Adam,Lawrence,alawrencej4@businessweek.com,Nebraska,223.211.226.224,,11/30/14,1/4/14,$130.97 ,"$25,000-$49,999",M,9,Such a big improvement over my other shoe,3,2,0,0,1,2,8,Style,Under 24 years old
690,Jacqueline,Montgomery,jmontgomeryj5@ft.com,California,61.46.252.200,,11/26/14,10/27/14,$152.48 ,"$25,000-$49,999",F,9,Easy to use and loved the portal.,2,2,1,0,3,2,9,Style,Under 24 years old
691,Alan,Burns,aburnsj6@bizjournals.com,Texas,10.208.37.152,,11/28/14,7/9/14,$158.96 ,"$50,000-$74,999",M,10,Loved the community aspect and tracking against other runners,3,3,4,3,4,5,9,Comfort,45 years old or older
692,Kathryn,Daniels,kdanielsj7@4shared.com,New York,70.202.250.225,,11/21/14,11/14/14,$130.47 ,"0-$24,999",F,0,Shoe hurt my foot,1,0,0,1,0,1,0,Price,Under 24 years old
693,Timothy,Hart,thartj8@si.edu,Virginia,122.73.234.82,10466,12/10/14,2/3/14,$140.56 ,"$25,000-$49,999",M,9,Cute shoe!,3,2,1,0,4,3,9,Style,Under 24 years old
694,Margaret,Powell,mpowellj9@wikimedia.org,Iowa,38.62.148.239,10034,12/8/14,5/5/14,$181.96 ,"$125,000 or more",F,7,Great tool for runners,2,1,0,0,1,1,8,Style,Under 24 years old
695,Susan,Carr,scarrja@wp.com,South Carolina,184.139.138.228,10370,11/26/14,7/3/14,$160.80 ,"$75,000-$99,999",F,8,Loved tracking my stride and heart rate.,4,3,0,0,2,3,9,Performance,24-44 years old
696,Edward,Stewart,estewartjb@google.co.jp,Michigan,134.167.70.154,10282,11/23/14,6/24/14,$157.09 ,"$50,000-$74,999",M,3,Cost too much,5,5,2,0,2,5,2,Price,Under 24 years old
697,Joyce,Green,jgreenjc@skyrock.com,Utah,227.128.138.71,10031,12/8/14,10/9/14,$150.67 ,"$25,000-$49,999",F,0,Too expensive,0,0,1,5,2,3,0,Price,Under 24 years old
698,Chris,Harrison,charrisonjd@addthis.com,California,32.43.158.150,10251,11/27/14,2/9/14,$131.78 ,"$25,000-$49,999",M,9,Loved tracking my stride and heart rate.,4,3,0,0,1,3,9,Price,Under 24 years old
699,Debra,Perez,dperezje@cloudflare.com,Virginia,9.150.168.29,10128,11/22/14,3/22/14,$154.57 ,"$25,000-$49,999",F,1,Not as comfortable as my typical running shoe,4,3,5,4,2,5,2,Comfort,45 years old or older
700,Arthur,Hansen,ahansenjf@friendfeed.com,Kansas,61.81.139.31,10041,12/7/14,9/19/14,$142.00 ,"$50,000-$74,999",M,6,Running route wasn't accurately tracked,5,5,0,0,0,4,7,Price,Under 24 years old
701,Marie,Day,mdayjg@delicious.com,Georgia,36.79.182.196,10252,11/26/14,2/25/14,$184.75 ,"$100,000-$124,999",F,6,Wish I could track calories burned.,4,4,2,1,3,5,7,Performance,Under 24 years old
702,Helen,Dunn,hdunnjh@goo.gl,Oregon,181.60.148.77,10371,11/24/14,3/18/14,$170.77 ,"$100,000-$124,999",F,8,Cute shoe!,2,1,3,2,3,4,9,Comfort,Under 24 years old
703,Larry,Bell,lbellji@yale.edu,Texas,185.118.97.173,,11/30/14,1/30/14,$147.01 ,"$25,000-$49,999",M,7,Fantastic shoe! Helped me improve my running time and track my runs.,4,3,0,0,3,3,8,Price,45 years old or older
704,Robin,Dixon,rdixonjj@fotki.com,Louisiana,250.83.180.252,,12/6/14,10/11/14,$156.13 ,"$50,000-$74,999",F,9,Shoe was comfortable and I think this helped improve my time,4,4,2,1,1,5,9,Performance,24-44 years old
705,Ernest,Jenkins,ejenkinsjk@prweb.com,Tennessee,221.214.91.114,10413,11/22/14,4/14/14,$134.02 ,"$25,000-$49,999",M,7,Shoe was okay - but wish it came in more colors.,5,4,0,0,4,4,8,Performance,Under 24 years old
706,Roger,Brooks,rbrooksjl@dropbox.com,Tennessee,67.80.162.187,10224,12/8/14,7/6/14,$162.27 ,"$75,000-$99,999",M,9,Great tool for runners,5,5,2,1,2,5,9,Performance,45 years old or older
707,Debra,Nguyen,dnguyenjm@boston.com,Minnesota,129.18.27.143,,12/3/14,9/25/14,$168.31 ,"$100,000-$124,999",F,9,Comfortable shoe - loved tracking my running route. Easy to use.,2,2,1,0,1,2,8,Comfort,45 years old or older
708,Jose,Davis,jdavisjn@msu.edu,New York,202.170.180.228,10464,11/25/14,1/31/14,$150.16 ,"$25,000-$49,999",M,9,Great tool for runners,1,0,1,0,3,1,10,Price,Under 24 years old
709,Kenneth,Carroll,kcarrolljo@indiatimes.com,Virginia,139.251.146.7,10232,12/2/14,11/8/14,$162.77 ,"$75,000-$99,999",M,8,Fantastic shoe! Helped me improve my running time and track my runs.,2,1,0,0,1,1,9,Price,Under 24 years old
710,Dorothy,Gonzales,dgonzalesjp@newyorker.com,Tennessee,220.105.114.188,10126,12/9/14,8/3/14,$183.98 ,"$50,000-$74,999",F,7,Comfortable shoe - loved tracking my running route. Easy to use.,4,4,0,0,2,3,8,Performance,24-44 years old
711,Virginia,Wheeler,vwheelerjq@ed.gov,California,213.147.158.87,,11/23/14,5/4/14,$183.70 ,"$50,000-$74,999",F,8,Wish the setup was easier but loved tracking my running time. ,4,3,0,0,3,3,9,Performance,24-44 years old
712,Jose,Phillips,jphillipsjr@icq.com,Kentucky,26.100.76.157,10180,12/1/14,1/29/14,$163.58 ,"$75,000-$99,999",M,2,Didn't like style,4,3,1,2,1,5,2,Performance,45 years old or older
713,Timothy,Wheeler,twheelerjs@webnode.com,New York,185.250.22.209,,11/28/14,4/14/14,$157.14 ,"$50,000-$74,999",M,2,Cost too much,2,1,1,2,1,3,2,Comfort,45 years old or older
714,Earl,Gibson,egibsonjt@statcounter.com,California,176.190.138.135,10119,11/26/14,7/26/14,$160.21 ,"$25,000-$49,999",M,7,Such a great shoe for runners,2,1,1,0,2,2,8,Comfort,24-44 years old
715,Joshua,Gardner,jgardnerju@biglobe.ne.jp,South Dakota,234.251.126.87,10495,11/26/14,10/29/14,$149.46 ,"$25,000-$49,999",M,7,Comfortable shoe - loved tracking my running route. Easy to use.,5,4,0,0,3,4,9,Performance,Under 24 years old
716,Mary,Grant,mgrantjv@forbes.com,District of Columbia,35.216.213.182,,12/8/14,3/27/14,$188.68 ,"$125,000 or more",F,2,Setup was hard to figure out,1,0,1,1,2,1,2,Style,24-44 years old
717,Frank,Vasquez,fvasquezjw@cbsnews.com,Indiana,142.72.208.156,,11/25/14,7/8/14,$186.05 ,"$100,000-$124,999",M,0,Couldn't get portal to work,3,3,3,2,1,5,0,Comfort,45 years old or older
718,Gloria,Evans,gevansjx@ibm.com,Nevada,84.121.231.37,10301,12/3/14,1/9/14,$171.12 ,"$100,000-$124,999",F,7,Shoe was comfortable and I think this helped improve my time,2,1,4,3,3,5,8,Style,Under 24 years old
719,Jimmy,Price,jpricejy@twitter.com,Texas,203.148.44.183,10513,12/2/14,2/26/14,$187.96 ,"$75,000-$99,999",M,9,Fantastic shoe! Helped me improve my running time and track my runs.,3,2,1,0,5,3,8,Price,Under 24 years old
720,Aaron,Kelly,akellyjz@mac.com,Washington,7.39.5.52,,12/7/14,9/25/14,$132.46 ,"$25,000-$49,999",M,8,Such a great shoe for runners,4,4,2,1,3,5,9,Price,45 years old or older
721,Rose,Cooper,rcooperk0@zdnet.com,California,47.188.175.106,10012,11/27/14,9/5/14,$150.54 ,"$25,000-$49,999",F,4,Shoe fell apart,2,1,4,3,0,5,5,Comfort,24-44 years old
722,Linda,Palmer,lpalmerk1@homestead.com,Kentucky,228.96.220.83,,12/3/14,7/31/14,$146.97 ,"$25,000-$49,999",F,7,Great tool for runners,4,3,0,0,3,3,9,Style,Under 24 years old
723,Chris,Bell,cbellk2@soundcloud.com,Virginia,15.191.82.75,,12/5/14,3/19/14,$135.68 ,"$25,000-$49,999",M,8,Wish the setup was easier but loved tracking my running time. ,3,3,5,4,1,5,9,Price,24-44 years old
724,Marie,Kelly,mkellyk3@zimbio.com,Texas,24.74.68.184,,11/29/14,2/1/14,$137.03 ,"$25,000-$49,999",F,0,Couldn't figure out setup,1,0,0,0,0,1,0,Price,Under 24 years old
725,Albert,Hicks,ahicksk4@uol.com.br,Florida,175.182.5.83,10066,12/6/14,1/23/14,$158.69 ,"$50,000-$74,999",M,8,Fantastic shoe! Helped me improve my running time and track my runs.,3,2,2,1,2,4,9,Comfort,45 years old or older
726,Wanda,Hawkins,whawkinsk5@yandex.ru,Missouri,61.131.93.52,,12/4/14,11/17/14,$176.59 ,"$100,000-$124,999",F,9,Such a big improvement over my other shoe,5,4,4,3,2,5,9,Performance,24-44 years old
727,Cynthia,Williams,cwilliamsk6@salon.com,Nebraska,100.24.26.249,,12/3/14,7/11/14,$141.80 ,"$25,000-$49,999",F,7,Shoe was too heavy but loved the portal,3,3,0,0,4,2,8,Style,Under 24 years old
728,Carol,Lawson,clawsonk7@people.com.cn,Massachusetts,114.213.46.255,10463,12/2/14,11/4/14,$161.32 ,"$75,000-$99,999",F,0,Not stylish enough,1,0,1,0,3,1,0,Style,24-44 years old
729,Adam,Williamson,awilliamsonk8@ezinearticles.com,Georgia,116.31.162.223,,12/5/14,2/11/14,$167.33 ,"$50,000-$74,999",M,9,Loved using the portal to track my time against others. The community aspect was great.,2,2,2,1,4,3,9,Comfort,Under 24 years old
730,Jeffrey,Austin,jaustink9@studiopress.com,Connecticut,175.185.25.208,10396,12/2/14,9/2/14,$145.09 ,"$25,000-$49,999",M,8,Such a great shoe for runners,5,4,1,0,3,5,9,Price,Under 24 years old
731,Peter,Olson,polsonka@hc360.com,Colorado,193.253.105.207,,12/10/14,2/10/14,$143.80 ,"$25,000-$49,999",M,8,Easy to use and loved the portal.,5,4,1,0,4,5,9,Price,Under 24 years old
732,Sara,King,skingkb@ucoz.com,Louisiana,127.245.42.8,10486,11/23/14,1/26/14,$156.85 ,"$50,000-$74,999",F,8,Cute shoe!,4,3,2,1,3,5,9,Performance,24-44 years old
733,Jennifer,Roberts,jrobertskc@bravesites.com,Texas,132.95.121.76,10163,12/8/14,11/16/14,$181.71 ,"$125,000 or more",F,9,Wish the setup was easier but loved tracking my running time. ,4,3,2,1,5,5,9,Performance,24-44 years old
734,Dorothy,Butler,dbutlerkd@eventbrite.com,Texas,8.157.83.54,,12/9/14,1/7/14,$129.02 ,"$25,000-$49,999",F,7,Great shoe! Just didn't use it too much!,4,4,2,1,3,5,8,Price,24-44 years old
735,Eugene,Hayes,ehayeske@ibm.com,Massachusetts,223.21.126.185,10161,12/5/14,11/11/14,$155.49 ,"$50,000-$74,999",M,0,Had hard time with setup,1,0,1,0,2,1,0,Price,Under 24 years old
736,Diane,Hamilton,dhamiltonkf@tripod.com,Pennsylvania,151.184.148.250,10347,11/21/14,4/28/14,$174.09 ,"$100,000-$124,999",F,7,Such a great shoe for runners,3,2,4,3,2,5,8,Style,Under 24 years old
737,Carol,Myers,cmyerskg@imdb.com,Texas,93.24.97.88,10110,12/5/14,10/31/14,$154.16 ,"$25,000-$49,999",F,5,Shoe was too heavy to run in,3,2,3,2,4,5,6,Comfort,45 years old or older
738,Ryan,Rice,rricekh@illinois.edu,Colorado,132.27.37.229,10259,11/27/14,1/1/14,$181.75 ,"$125,000 or more",M,8,Such a great shoe for runners,3,2,5,4,1,5,9,Style,24-44 years old
739,Sara,Miller,smillerki@abc.net.au,South Carolina,214.47.109.44,,11/22/14,10/8/14,$153.88 ,"$25,000-$49,999",F,6,Loved the features but shoe is uncomfortable.,3,2,3,2,3,5,7,Comfort,45 years old or older
